stimulus,Intensity,Pleasantness,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic
AC445,5.425,4.992857143,0.285714286,0,0.464285714,0,0.214285714,0,0.178571429,0.071428571,0.178571429,0,0,0,0,0.321428571,0.428571429,0.142857143,0.178571429,0.142857143,0.285714286,1.142857143,1.285714286,0.214285714,0.464285714,0.178571429,0,0.107142857,0.357142857,0.107142857,0.321428571,0.107142857,0.178571429,0.178571429,0.214285714,0.178571429,0.107142857,0.25,0,0,0.035714286,0.178571429,0,0,0.178571429,0.178571429,0,0.035714286,0,0,0.071428571,0.071428571,0
AC459,5.859259259,4.62962963,1.925925926,0.518518519,0.851851852,0,0.111111111,0.333333333,0.111111111,0,0.074074074,0.148148148,0,0,0,0.185185185,0.074074074,0.074074074,0.37037037,0.259259259,0.111111111,0.444444444,0.185185185,0.259259259,0,0.333333333,0,0,0,0,0.111111111,0.259259259,0.814814815,0.37037037,0.074074074,0.222222222,0.222222222,0.148148148,0.111111111,0,0,0.111111111,0,0.037037037,0.259259259,0,0.074074074,0.111111111,0.222222222,0.074074074,0.185185185,0.074074074,0.037037037
AC478,6.492857143,5.189285714,0.321428571,0.035714286,0.071428571,0,0,0,0.035714286,0,0.035714286,0.25,0,0,0,0.107142857,0.357142857,0.357142857,0,0.035714286,0.142857143,2,2.5,0.214285714,1.25,0.321428571,0.071428571,0,0,0.357142857,0.107142857,0,0.357142857,0.142857143,0.142857143,0,0.892857143,0.107142857,0.178571429,0.107142857,0,0.071428571,0,0,0.071428571,0,0.071428571,0.25,0,0.25,0,0,0
AC497,5.403571429,5.121428571,0.392857143,0.035714286,0.857142857,0.5,0.571428571,0.75,0.464285714,0.464285714,0,0,0,0,0.107142857,0.285714286,0,0.035714286,0.071428571,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.107142857,0,0.464285714,0.107142857,0,0,0,0,0.142857143,0,1.714285714,0.928571429,0.285714286,0.285714286,0,0.107142857,0.214285714,0.178571429
AC557,6.214814815,3.951851852,0.037037037,0,0,0.296296296,0,0,0.111111111,0.148148148,0.666666667,0.185185185,0.185185185,0.222222222,0,0.703703704,0,0,0,0,0.111111111,0.148148148,0.111111111,0.074074074,0.111111111,0.037037037,0.148148148,0.148148148,0,0.074074074,0.333333333,0.518518519,0.333333333,0.148148148,0,0.037037037,0,0.62962963,0.555555556,0.148148148,0.37037037,0.481481481,0.185185185,0.62962963,0.592592593,0.37037037,0.296296296,0.148148148,0,0.777777778,0.148148148,0.074074074,0
AC676,7.021428571,4.775,0,0,0.178571429,0.071428571,0.142857143,0,0.071428571,0.214285714,0.107142857,0,0,0,0,1.107142857,0.535714286,0.607142857,0.714285714,1.357142857,1.214285714,0.607142857,0,0.214285714,0.035714286,0.178571429,0.035714286,0,0.035714286,0,0,0,0,0.178571429,0,0.107142857,0,0.428571429,0.285714286,0,0,0.035714286,0.392857143,0.535714286,0.142857143,0.857142857,0.107142857,0.142857143,0.107142857,0.285714286,0.142857143,0.535714286,0
AC712,6.217857143,5.364285714,1.25,0.607142857,1.964285714,0.107142857,0.25,0.214285714,0.214285714,0,0.071428571,0,0,0,0,0.285714286,0,0.035714286,0.25,0.25,0.071428571,0.392857143,0.107142857,0.392857143,0,0,0,0,0.035714286,0,0.035714286,0.107142857,0.571428571,0.464285714,0.214285714,0.428571429,0.178571429,0,0,0,0,0.142857143,0,0,0,0.107142857,0,0.392857143,0.178571429,0,0.142857143,0.107142857,0.035714286
AC761,6.225925926,5.07037037,0,0.148148148,0,0.037037037,0,0,0,0,0,0.074074074,0,0,0,0.037037037,0,0,0,0.37037037,0.703703704,1.222222222,0.777777778,0.592592593,0.185185185,0.185185185,0,0,0,0.148148148,0.222222222,0.333333333,0.666666667,0.407407407,1.222222222,0.555555556,1.074074074,0.296296296,0.074074074,0.185185185,0,0.333333333,0,0,0.185185185,0,0.074074074,0,0,0,0,0,0
AC930,6.27037037,4.833333333,0.185185185,0,0.111111111,0.814814815,0.111111111,0.148148148,0.259259259,0.407407407,0.62962963,0.037037037,0.444444444,0.777777778,0.222222222,0.814814815,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.592592593,0.444444444,0,0,0,0.259259259,0.259259259,0,0.148148148,0.37037037,0.185185185,0.37037037,0.37037037,0.518518519,0.888888889,0.222222222,0,0.703703704,0.407407407,0.074074074,0.111111111
AC933,6.553571429,4.453571429,0.071428571,0,0.821428571,0.392857143,0.214285714,0.785714286,0.321428571,0.107142857,0.464285714,0.071428571,0,0.321428571,0,0.5,0,0,0,0,0.142857143,0.107142857,0.071428571,0,0,0,0,0.178571429,0,0,0,0.035714286,0.178571429,0,0,0.107142857,0,0.75,0.321428571,0,0,0,0,0.25,0,1.321428571,1.142857143,0.642857143,0.428571429,0.392857143,0.107142857,0.214285714,0.178571429
AD011,6.833333333,4.193333333,0.6,0,0.2,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.266666667,0.133333333,0.266666667,0.333333333,0.266666667,0.266666667,0.2,0,0.4,0.266666667,0.6,0.2,0.4,1.066666667,1.133333333,0.733333333,0.4,0.466666667,0,1.133333333,0,0.4,0,0,0,0,0,0,0,0,0,0,0
AD015,5.764285714,5.114285714,0,0,0.214285714,0.142857143,0.214285714,0,0.214285714,0.571428571,0.928571429,0.071428571,0.357142857,0.285714286,0.142857143,1.642857143,0.142857143,0.428571429,0.285714286,0.642857143,0,0,0,0,0,0,0,0,0.071428571,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0.285714286,0.142857143,0,0,0,0,0.285714286,0.214285714,0,0.285714286,0,0,0.285714286,0,0.142857143,0
AD075,6.75,6.757142857,0.357142857,3.357142857,0.357142857,0.714285714,0.428571429,0.285714286,0.5,0.857142857,0.214285714,0.428571429,0.142857143,0,0,1.928571429,0.285714286,0.428571429,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0.357142857,0,0,0,0,0.357142857,0
AD085,6.733333333,5.146666667,0.333333333,0,0.333333333,0,0.6,0,0,0,0,0,0,0,0,0.866666667,0.4,0.333333333,0.866666667,0.733333333,0.666666667,0,0,0.2,0,0,0,0.4,0,0,0,0,0.066666667,0.2,0,0,0,0.8,0.133333333,0,0,0,1.066666667,0.333333333,0,0.533333333,0.2,0.066666667,0.266666667,0,0.266666667,0.533333333,0.133333333
AD120,7.313333333,5.153333333,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.466666667,0.4,1.866666667,1.333333333,1.466666667,0.666666667,0.333333333,0.666666667,0,0.066666667,0.2,0,0.2,0,0.133333333,0.2,0.066666667,0.466666667,0.4,0.266666667,0.533333333,0.133333333,0.266666667,0,0.133333333,0.2,0.266666667,0.4,0,0,0,0,0,0.066666667,0.333333333,0
AD132,6.713333333,6.413333333,0.666666667,0.466666667,1.133333333,3.533333333,0,0.266666667,0.2,0.133333333,0,0.2,0,0,0.133333333,0.666666667,0.333333333,0.133333333,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0.333333333,1.266666667,0,0,0,0,0,0
AD222,5.873333333,5.02,0.2,0,0.2,0,0.2,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.2,0.933333333,1.666666667,0.466666667,1.466666667,0.6,0,0,0,0,0.2,0,0.133333333,0.133333333,0.866666667,1.133333333,0.6,0,0.266666667,0,0.333333333,0,0.533333333,0.133333333,0,0.4,0,0,0,0,0,0,0,0
AD234,6.44375,5.69375,1.75,0.625,1.5625,0.0625,0.8125,0.5625,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0.25,0.125,0.25,0.4375,0.125,0,0,0,0,0,0,0.25,0.25,0.125,0.375,0.375,1,0,0,0,0,0.625,0.375,0,0.1875,0.375,0.25,0,0,0.3125,0.375,0.25
AD254,7.046666667,6.286666667,0.666666667,1.866666667,0.266666667,0.066666667,0.8,0.333333333,0.2,0.866666667,0.2,0,0.2,0,0.133333333,1.2,0.2,0.466666667,0.6,0.866666667,0.066666667,0,0.133333333,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0.266666667,0,0.266666667,0.333333333,0.133333333,0,0.133333333,0,0.666666667,0
AD329,7.486666667,6.76,0.666666667,0.333333333,0.4,4,0.266666667,0,0.133333333,0,0.4,0.333333333,0.2,0.2,0,1.333333333,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.133333333,0,0,0.133333333,0,0,0,0,0,0.133333333,0,0,0,0.266666667,1.2,0,0.133333333,0.066666667,0,0,0.066666667
AD427,3.7,5.76,1.133333333,0.6,0.666666667,0.466666667,0.666666667,0.866666667,0.266666667,0.333333333,0.066666667,0.133333333,0,0.133333333,0,0.466666667,0,0,0,0,0.133333333,0.066666667,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0.133333333,0.2,0,0.2,0,0,0,0,0.666666667,0.133333333,0
AD462,5.18,5.673333333,0.066666667,0,0.133333333,0.4,0.6,0,0.066666667,0.933333333,0.533333333,0,0.266666667,0.066666667,0.2,0.8,0,0.133333333,0.666666667,1,0.066666667,0.4,0.6,0.666666667,0,0.2,0.2,0,0.266666667,0,0.133333333,0.133333333,0,0,0.266666667,0,0.133333333,0.066666667,0,0,0,0.133333333,0,0.266666667,0,0.066666667,0,0,0,0,0.066666667,0,0
AD505,6.79375,4.35625,0,0.1875,0.5625,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.0625,0.25,0,0.625,0.3125,0,0,0.125,0.0625,0,0.25,0.375,0,0.5,3,0.1875,0,0.25,0.25,0,0,0.1875,0.25,0,0,0.25,0.1875,0.4375,0,0.5,0.3125,0,0
AD690,6.86,5.413333333,0.533333333,0.2,0.466666667,0.133333333,0,0.466666667,0,0,0.133333333,0,0,0,0,0.333333333,0,0,0.066666667,0.4,0,0.733333333,0.4,1,0,0.4,0,0,0,0,0.4,0.666666667,0.866666667,0.666666667,3.733333333,0,0.066666667,0,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0.133333333,0,0
AD718,7.266666667,4.873333333,0,0.133333333,0.466666667,0.2,0.266666667,0.266666667,0,0.466666667,0.4,0,0,0.4,0,1,0,0.133333333,0,0,0,0.2,0.2,0.266666667,0,0.066666667,0,0,0.133333333,0,0,0,0,0,0.8,0.333333333,0.133333333,0.266666667,0,0.066666667,0,0.133333333,0,0.866666667,0.133333333,0.4,0.133333333,0.533333333,0.4,1.466666667,0.333333333,0.2,0.066666667
AD738,6.135294118,6.358823529,1.058823529,4.117647059,0.647058824,0.294117647,0.294117647,0.117647059,0,0,0.176470588,0.117647059,0.235294118,0,0.058823529,0.470588235,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0.117647059,0.235294118,0,0,0.352941176,0,0,0,0,0.529411765,0
AD781,6.607142857,4.771428571,0,0,0.142857143,0,0,0,0.357142857,0.642857143,0.142857143,0,0.214285714,0,0,1.357142857,0.285714286,0,0.142857143,0.428571429,1.428571429,0.714285714,0.5,0.071428571,0.428571429,0,0.142857143,0,0,0,0,0.142857143,0.142857143,0.357142857,0.642857143,0,0,0,0.285714286,0.357142857,0,0.142857143,0.214285714,0.142857143,0.285714286,0,0,0,0.071428571,0,0,0.285714286,0
AD835,6.292857143,4.428571429,0,0,0.142857143,0,0.214285714,0,0,0,0,0,0,0.214285714,0,0.357142857,0,0,0,0.428571429,1.214285714,0.714285714,0.071428571,0.428571429,0,0,0,0.142857143,0,0,0.142857143,0.714285714,0.857142857,0.642857143,1.357142857,0.428571429,0.071428571,0.285714286,0.214285714,0.285714286,0,0.785714286,0.214285714,0.285714286,0.428571429,0.142857143,0.357142857,0,0.071428571,0.357142857,0.214285714,0,0.214285714
AD853,7.030769231,3.307692308,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0.307692308,0.307692308,0.307692308,0,1.230769231,0,0.538461538,0.538461538,0.538461538,1.769230769,0.307692308,0.230769231,0.153846154,0.769230769,0.076923077,0.769230769,0,0,1.076923077,0,1.076923077,0,0,0,0,0,0,0,0.076923077,0,0,0
AD862,6.942857143,4.842857143,0,0,0.142857143,0.071428571,0,0,0,0.214285714,0.214285714,0,0,0,0,0.857142857,0,0.214285714,0.428571429,0.857142857,0.214285714,0.285714286,0.285714286,0.571428571,0,0,0,0,0,0,0.071428571,0.428571429,0.285714286,0,3.357142857,0.142857143,0,0,0,0,0,0.428571429,0.214285714,0,0,0.142857143,0.214285714,0,0,0,0,0,0.142857143
AD866,7.757142857,5.621428571,0.071428571,0,0.428571429,0,0,0,0,0.357142857,0,0,0,0,0,0.357142857,0.285714286,0.214285714,0.285714286,1.5,1.571428571,1.071428571,0,0.714285714,0,0,0.071428571,0,0,0,0.285714286,0.357142857,0.142857143,0.285714286,2.928571429,0.357142857,0.142857143,0.357142857,0,0,0,0,0.428571429,0.071428571,0.214285714,0,0.071428571,0,0,0,0.214285714,0.357142857,0.285714286
AD917,7.135714286,8.342857143,0.5,0.357142857,0.5,4.5,0.214285714,0,0.285714286,0.357142857,0.285714286,0.5,0.071428571,0,0,0.857142857,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,1.5,0,0,0.142857143,0,0,0
AD919,5.24,5.046666667,0.666666667,0.4,0.533333333,0.333333333,0.8,0.8,0,0,0.4,0,0.4,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.133333333,0,0.266666667,0.2,0,0,0.2,0,0.333333333,0.266666667,0,0,0.066666667,0,0.733333333,0,0.2,0.133333333,0,0.533333333,0,0.333333333,0.4,0.333333333
AD994,7.19375,5.35,1,0.5625,1.0625,0,0,0.1875,0,0,0,0,0,0,0,0.125,0,0,0,0.6875,0.5,1.375,1,0.875,0.0625,0.25,0,0,0,0,0.0625,0.75,0.8125,0.1875,1.0625,0.875,0.125,0,0.3125,0.0625,0,0.125,0.25,0,0.4375,0,0,0.5625,0,0,0.0625,0,0
AE002,6.892592593,4.618518519,0.259259259,0,0.222222222,0,0.185185185,0,0,0,0.296296296,0,0.148148148,0.111111111,0,0.703703704,0.259259259,0.111111111,0.111111111,0.296296296,0,0.185185185,0.185185185,0.148148148,0.148148148,0.074074074,0.111111111,0,0.296296296,0.148148148,0,0.074074074,0.296296296,0.407407407,0,0.444444444,0.259259259,0.333333333,0.148148148,0,0.222222222,0.148148148,0.111111111,0.185185185,0.37037037,0.518518519,0.703703704,0.555555556,0.555555556,2.777777778,0.222222222,0.296296296,0
AE042,5.496428571,3.864285714,0.357142857,0.107142857,0.25,0,0.25,0.107142857,0,0.357142857,0.107142857,0,0.321428571,0.107142857,0,0.571428571,0,0,0,0.178571429,0.25,0.142857143,0.178571429,0,0.107142857,0.107142857,0,0,0,0,0,0,0.321428571,0.464285714,0.214285714,0.785714286,0.178571429,0.964285714,0.714285714,0.214285714,0.214285714,0.392857143,1.357142857,0.392857143,0.571428571,0.178571429,0.107142857,0.178571429,0.535714286,0.285714286,0.464285714,0.107142857,0.357142857
AE043,5.475,5.407142857,0.464285714,0.607142857,0.571428571,0.428571429,0.464285714,0.071428571,0.285714286,0,0.75,0.357142857,0.142857143,0.214285714,0.142857143,0.25,0.178571429,0.178571429,0,0,0,0.892857143,1.25,0,0.964285714,0.25,0.107142857,0.035714286,0.214285714,0.321428571,0.321428571,0,0.607142857,0,0,0.178571429,0,0.25,0.071428571,0,0,0,0.071428571,0.035714286,0,0.178571429,0.25,0.071428571,0.25,0.178571429,0.178571429,0.071428571,0
AE061,6.332142857,4.392857143,0.142857143,0.071428571,0.464285714,0.607142857,0.321428571,0.321428571,0.071428571,0,0,0,0,0,0,0.035714286,0.035714286,0.035714286,0.071428571,0.357142857,0.142857143,0.071428571,0,0,0,0,0,0,0,0,0,0.071428571,0.142857143,0,0,1.321428571,0,0.928571429,0.5,0,0,0.035714286,1.035714286,0.392857143,0.285714286,1.714285714,1.214285714,1.142857143,0.714285714,0.642857143,0.5,0.321428571,0.607142857
AE067,4.532142857,3.703571429,0.857142857,0,0.5,0.107142857,0.392857143,0.25,0.428571429,0.035714286,0.285714286,0,0.178571429,0,0,0.285714286,0,0.107142857,0,0,0.071428571,0,0.25,0,0,0,0,0,0,0,0,0.035714286,0.107142857,0,0,0.678571429,0.428571429,0.464285714,0.821428571,0.571428571,0.285714286,0.392857143,0.25,0.285714286,0.285714286,0.107142857,0.107142857,0.285714286,0,0.107142857,0.142857143,0.035714286,0
AE099,6.514814815,4.203703704,0.074074074,0,0.333333333,1.962962963,0.111111111,0.148148148,0.111111111,0.148148148,0,0.074074074,0,0.148148148,0,0.666666667,0.148148148,0.222222222,0.111111111,0.037037037,0,0,0.111111111,0,0.074074074,0,0.074074074,0.148148148,0.111111111,0.074074074,0,0,0,0,0,0,0,0,0.296296296,0.148148148,0,0,0.185185185,0.37037037,0.074074074,0.518518519,1.666666667,1.777777778,0.444444444,1.703703704,0.592592593,0.111111111,0.111111111
AE140,5.65,4.378571429,0.178571429,0.214285714,0.392857143,0.214285714,0.357142857,0.178571429,0.25,0,0.392857143,0.107142857,0.285714286,0.178571429,0.142857143,0.428571429,0,0.107142857,0.071428571,0,0,0.142857143,0.107142857,0,0,0,0,0,0,0.035714286,0.071428571,0.142857143,0.107142857,0.142857143,0,0.785714286,0.107142857,0.678571429,0.214285714,0,0,0.035714286,1.071428571,0.535714286,0,0.321428571,0.178571429,0.464285714,0.75,0.892857143,1.107142857,0.142857143,0.428571429
AE142,6.542857143,3.378571429,0.428571429,0.107142857,0.5,0.607142857,0.035714286,0.821428571,0.357142857,0,0.214285714,0.071428571,0.178571429,0,0.142857143,0.071428571,0,0,0,0,0,0.321428571,0,0,0,0.321428571,0,0.035714286,0,0,0,0.25,0.357142857,0.25,0.607142857,0,0.142857143,0.285714286,0.785714286,0.071428571,0.107142857,0.25,0.25,0.642857143,0.071428571,0.571428571,0.714285714,1.285714286,0.571428571,0.964285714,0.857142857,0,0.392857143
AE148,5.418518519,5.474074074,0.222222222,0.222222222,0.444444444,0.888888889,0.259259259,0.074074074,0.185185185,0,0.481481481,0,0.148148148,0.333333333,0.259259259,0.62962963,0.074074074,0.148148148,0,0,0,0,0.074074074,0,0.074074074,0,0,0,0.111111111,0,0,0.148148148,0.111111111,0.296296296,0,0,0,0.111111111,0.296296296,0,0,0.074074074,0.074074074,0.296296296,0,2.074074074,1.407407407,0.62962963,0.333333333,0.666666667,0.296296296,0.296296296,0.111111111
AE153,6.225,4.621428571,0.071428571,0,0.642857143,2.321428571,0.178571429,0.25,0.178571429,0.035714286,0.428571429,0,0.25,0,0,0.928571429,0.142857143,0.428571429,0.178571429,0.25,0.107142857,0,0.071428571,0,0,0,0,0,0.107142857,0,0,0.071428571,0.178571429,0,0,0,0,0.107142857,0.214285714,0,0,0,0.321428571,0.535714286,0,0.964285714,1.214285714,1,0.392857143,1.357142857,0.607142857,0.214285714,0.071428571
AE177,6.5,6.666666667,0.37037037,0.074074074,0.407407407,3.518518519,0,0.111111111,0.333333333,0.481481481,0.444444444,0.185185185,0.111111111,0.222222222,0,1.555555556,0,0.407407407,0,0.185185185,0,0,0,0,0,0,0,0,0.111111111,0,0,0.037037037,0.407407407,0,0,0,0,0,0,0,0.148148148,0,0,0,0,0.666666667,1.407407407,0.592592593,0,0.111111111,0.037037037,0,0
AE184,6.792592593,4.162962963,0.111111111,0,0,0.037037037,0,0,0.037037037,0,0,0,0,0,0,0.37037037,0.185185185,0,0,0,0.148148148,0,0,0,0,0,0,0,0,0,0,0.185185185,0.111111111,0,0,0.037037037,0,0,0,0.037037037,0,0,0.148148148,0.074074074,0,0.703703704,0.407407407,1.185185185,0.62962963,4.259259259,0,0.111111111,0
AE240,5.660714286,5.346428571,0.75,0,0.107142857,0,0.214285714,0.071428571,0.142857143,0.107142857,0.178571429,0,0.142857143,0,0,0.142857143,0,0,0,0.071428571,0,1.642857143,1.607142857,0.214285714,1.035714286,0.214285714,0.035714286,0.071428571,0.071428571,0,0.107142857,0.285714286,0.107142857,0.428571429,0.107142857,0.5,0.25,0.464285714,0.535714286,0.142857143,0,0,0,0.107142857,0.178571429,0,0,0,0.25,0,0,0,0
AE297,5.733333333,4.514814815,0.259259259,0,0.259259259,0.111111111,0.407407407,0.148148148,0,0,0,0,0,0,0,0.222222222,0,0,0,0.555555556,0.592592593,0.333333333,0.777777778,0.185185185,0.222222222,0.148148148,0,0,0,0,0,0.444444444,0.296296296,0.518518519,0.259259259,0.407407407,0.222222222,0.666666667,0.444444444,0,0,0.37037037,1.259259259,0.888888889,0.259259259,0,0.148148148,0.518518519,0.481481481,0.518518519,0.333333333,0.222222222,0.222222222
AE448,4.807407407,5.262962963,0.666666667,0.444444444,1,0.37037037,0.518518519,0.111111111,0.62962963,0.074074074,0.259259259,0.074074074,0.407407407,0.259259259,0.074074074,0.37037037,0.148148148,0.222222222,0.074074074,0,0,0,0,0,0.074074074,0,0.111111111,0.037037037,0.148148148,0,0.185185185,0.074074074,0.185185185,0,0,0.111111111,0,0.037037037,0,0.111111111,0,0.148148148,0.111111111,0,0,0.111111111,0.259259259,0,0.592592593,0,0.222222222,0.296296296,0
AE539,5.053571429,3.821428571,0.107142857,0,0.178571429,0.178571429,0.214285714,0,0.428571429,0.25,0.285714286,0,0.357142857,0.107142857,0,0.357142857,0,0.071428571,0,0,0,0.285714286,0.392857143,0.071428571,0.107142857,0,0,0,0,0.071428571,0,0.214285714,0.285714286,0.107142857,0.142857143,0.392857143,0.428571429,0.357142857,0.857142857,0.464285714,0.178571429,0.285714286,0.107142857,0.428571429,0.571428571,0.107142857,0.214285714,0.5,0,0.392857143,0.214285714,0,0.142857143
AE568,6.4,5.181481481,0.296296296,0.185185185,0.481481481,0.592592593,0.148148148,0.185185185,0,0.333333333,0.666666667,0,0,0.666666667,0.111111111,1.185185185,0.222222222,0.259259259,0.074074074,0,0.037037037,0,0,0,0.037037037,0,0.185185185,0,0,0,0,0.185185185,0.407407407,0,0,0.185185185,0,0.333333333,0.148148148,0.185185185,0,0,0.111111111,0.222222222,0.074074074,1.222222222,1.222222222,0.666666667,0.62962963,0.62962963,0.592592593,0,0
AE645,6.925,3.35,0.178571429,0,0.214285714,0,0.178571429,0,0,0,0.107142857,0.071428571,0.035714286,0.035714286,0,0.142857143,0.071428571,0.071428571,0.071428571,0,0,0.071428571,0.071428571,0.071428571,0,0.107142857,0,0,0.214285714,0.25,0.5,0.214285714,0.5,0.142857143,0,0.142857143,0.107142857,0.214285714,0.5,0,0.535714286,0.892857143,0.214285714,0.357142857,0.178571429,0.25,0.25,0.964285714,0.642857143,3.071428571,0.142857143,0.142857143,0.25
AE659,6.437037037,4.340740741,0.074074074,0,0.555555556,2.037037037,0.222222222,0.074074074,0,0.259259259,0.37037037,0.074074074,0,0.148148148,0,1,0,0.148148148,0,0,0,0,0.074074074,0,0,0,0,0,0.407407407,0,0.037037037,0.407407407,0,0.111111111,0.037037037,0.037037037,0,0.074074074,0.37037037,0.111111111,0.148148148,0.703703704,0.111111111,0.296296296,0,0.592592593,1.111111111,0.518518519,0.296296296,0.555555556,0.518518519,0,0
AE666,6.225,5.046428571,0.178571429,0,0.642857143,0.107142857,0.5,0.642857143,0.035714286,0.214285714,0,0,0,0,0,0,0,0,0,0.714285714,0.178571429,0.035714286,0,0,0,0,0,0,0,0,0,0.071428571,0.178571429,0.035714286,0,0.285714286,0,0.535714286,0.142857143,0,0,0,1.25,0.642857143,0,0.071428571,0.857142857,0.464285714,0.392857143,1.714285714,0.785714286,0,0.285714286
AE681,6.944444444,6.140740741,0.074074074,0.037037037,0.407407407,3.444444444,0.37037037,0.333333333,0.222222222,0.148148148,0.148148148,0.111111111,0,0.185185185,0,1.185185185,0.074074074,0.37037037,0,0,0,0,0,0,0,0.037037037,0,0,0.185185185,0.185185185,0,0.037037037,0,0,0,0.333333333,0,0.148148148,0.185185185,0,0,0,0,0.037037037,0.037037037,1.074074074,2.037037037,0.296296296,0.37037037,0.555555556,0,0,0.333333333
AE755,6.685185185,4.940740741,0.111111111,0,0.074074074,0,0.185185185,0,0,0,0.074074074,0,0,0,0,0.259259259,0.037037037,0,0,0.074074074,0,1.37037037,2.074074074,0.074074074,0.703703704,0.259259259,0.111111111,0,0.111111111,0.296296296,0.074074074,0.111111111,0.111111111,0,0.037037037,0,0.037037037,0.222222222,0.074074074,0,0,0,0.074074074,0,0.259259259,0.296296296,0.259259259,0.222222222,0.185185185,2.666666667,0.148148148,0,0.037037037
AE761,4.935714286,5.582142857,0.75,0.25,0.428571429,0,0.607142857,0.071428571,0.142857143,0.107142857,0,0,0,0,0,0.035714286,0.178571429,0.035714286,0,0.071428571,0,1.035714286,2.178571429,0.178571429,0.75,0.214285714,0.107142857,0,0.214285714,0.035714286,0,0.142857143,0.142857143,0,0,0.428571429,0.428571429,0.428571429,0,0.035714286,0,0.071428571,0,0.321428571,0.107142857,0,0.035714286,0,0,0,0.107142857,0.071428571,0.142857143
AE767,6.696428571,4.114285714,0,0,0.071428571,1.107142857,0.214285714,0,0,0.071428571,0,0.071428571,0,0.071428571,0,0.714285714,0,0.214285714,0,0.107142857,0.285714286,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0.107142857,0,0.25,0.107142857,0.535714286,0.964285714,0,0.107142857,0.142857143,0.785714286,1.178571429,0.071428571,0.821428571,1.392857143,1.321428571,0.642857143,1.321428571,0.678571429,0.392857143,0.25
AE798,6.151851852,5.385185185,0.148148148,0.185185185,0.37037037,0.222222222,0.37037037,0,1.518518519,0.962962963,0.444444444,0,0.111111111,0.333333333,0,1.037037037,0.111111111,0.296296296,0.111111111,0.037037037,0,0,0,0,0.074074074,0,0.148148148,0.185185185,0,0,0,0.037037037,0.074074074,0,0.074074074,0.037037037,0,0.259259259,0.148148148,0,0.111111111,0.074074074,0,0.296296296,0.740740741,0.925925926,0.777777778,0.259259259,0.333333333,1.444444444,0.074074074,0.074074074,0
AE825,6.517857143,6.114285714,0.107142857,0.035714286,0.285714286,3.214285714,0.178571429,0,0.107142857,0.25,0.142857143,0,0.107142857,0,0,1.178571429,0.428571429,0.464285714,0.25,0.142857143,0,0,0,0,0,0,0.071428571,0,0.071428571,0,0,0,0.107142857,0,0,0,0,0.142857143,0.071428571,0,0,0,0.071428571,0,0,0.321428571,1.142857143,0.428571429,0,1.928571429,0,0,0
AE855,6.453571429,5.3,0.642857143,0.178571429,0.321428571,0.5,0.285714286,0.5,0.071428571,0.107142857,0.107142857,0,0,0.035714286,0,0.142857143,0,0,0.035714286,0.071428571,0,0,0.035714286,0.071428571,0,0,0,0,0,0,0,0.25,0.142857143,0,0.071428571,0.821428571,0,0.785714286,0.428571429,0.107142857,0,0.071428571,0.214285714,0.142857143,0.107142857,1.785714286,0.75,1.071428571,0.607142857,1.107142857,0,0.357142857,0.071428571
